"","x"
"42630","Peniche"
"42631","Peniche"
"42632","Peniche"
"42633","Peniche"
"42634","Peniche"
"42635","Peniche"
"42636","Peniche"
"42637","Peniche"
"42638","Peniche"
"42639","Peniche"
"42640","Peniche"
"42641","Peniche"
"42642","Peniche"
"42643","Peniche"
"42644","Peniche"
"42645","Peniche"
"42646","Peniche"
"42647","Peniche"
"42648","Peniche"
"42649","Peniche"
"42650","Peniche"
"42651","Peniche"
"42652","Peniche"
"42653","Peniche"
"42654","Peniche"
"42655","Peniche"
"42656","Peniche"
"42657","Peniche"
"42658","Asturias"
"42659","Peniche"
"42660","Peniche"
"42661","Peniche"
"42662","Peniche"
"42663","Peniche"
"42664","Peniche"
"42665","Peniche"
"42666","Peniche"
"42667","Peniche"
"42668","Peniche"
"42669","Peniche"
"42670","Peniche"
"42671","Asturias"
"42672","Peniche"
"42673","Peniche"
"42674","Peniche"
"42675","Peniche"
"42676","Peniche"
"42677","Peniche"
"42678","Peniche"
"42679","Peniche"
"42680","Peniche"
"42681","Peniche"
"42682","Peniche"
"42683","Grands Causses Basin"
"42684","Cleveland Basin (Yorkshire Coast)"
"42685","Peniche"
"42686","Peniche"
"42687","Peniche"
"42688","Peniche"
"42689","Peniche"
"42690","Peniche"
"42691","Peniche"
"42692","Peniche"
"42693","Peniche"
"42694","Peniche"
"42695","Peniche"
"42696","Peniche"
"42697","Cleveland Basin (Yorkshire Coast)"
"42698","Suan 1"
"42699","Peniche"
"42700","Peniche"
"42701","Peniche"
"42702","Peniche"
"42703","Peniche"
"42704","Peniche"
"42705","Peniche"
"42706","Peniche"
"42707","Peniche"
"42708","Peniche"
"42709","Peniche"
"42710","Peniche"
"42711","Peniche"
"42712","Peniche"
"42713","Peniche"
"42714","Peniche"
"42715","Peniche"
"42716","Peniche"
"42717","Peniche"
"42718","Peniche"
"42719","Peniche"
"42720","Peniche"
"42721","Peniche"
"42722","Peniche"
"42723","Peniche"
"42724","Peniche"
"42725","Asturias"
"42726","Cleveland Basin (Yorkshire Coast)"
"42727","Peniche"
"42728","Peniche"
"42729","Peniche"
"42730","Asturias"
"42731","Cleveland Basin (Yorkshire Coast)"
"42732","Cleveland Basin (Yorkshire Coast)"
"42733","Peniche"
"42734","Peniche"
"42735","Peniche"
"42736","Peniche"
"42737","Peniche"
"42738","Peniche"
"42739","Peniche"
"42740","Peniche"
"42741","Peniche"
"42742","Peniche"
"42743","Peniche"
"42744","Peniche"
"42745","Peniche"
"42746","Peniche"
"42747","Peniche"
"42748","Peniche"
"42749","Peniche"
"42750","Peniche"
"42751","Peniche"
"42752","Peniche"
"42753","Peniche"
"42754","Peniche"
"42755","Peniche"
"42756","Bailey 1"
"42757","Peniche"
"42758","Peniche"
"42759","Peniche"
"42760","Peniche"
"42761","Peniche"
"42762","Peniche"
"42763","Peniche"
"42764","Peniche"
"42765","Peniche"
"42766","Peniche"
"42767","Peniche"
"42768","Peniche"
"42769","Peniche"
"42770","Peniche"
"42771","Peniche"
"42772","Peniche"
"42773","Peniche"
"42774","Peniche"
"42775","Peniche"
"42776","Peniche"
"42777","Peniche"
"42778","Peniche"
"42779","Peniche"
"42780","Iberian Range"
"42781","Western Balkan Mountains (south of the Moesian PF)"
"42782","Peniche"
"42783","Peniche"
"42784","Peniche"
"42785","Peniche"
"42786","Peniche"
"42787","Peniche"
"42788","Peniche"
"42789","Peniche"
"42790","Peniche"
"42791","Peniche"
"42792","Peniche"
"42793","Paris Basin (Northern side)"
"42794","Asturias"
"42795","Peniche"
"42796","Peniche"
"42797","Peniche"
"42798","Peniche"
"42799","Peniche"
"42800","Peniche"
"42801","Peniche"
"42802","Peniche"
"42803","Peniche"
"42804","Peniche"
"42805","Peniche"
"42806","Peniche"
"42807","Bailey 1"
"42808","Cleveland Basin (Yorkshire Coast)"
"42809","Peniche"
"42810","Peniche"
"42811","Peniche"
"42812","Peniche"
"42813","Peniche"
"42814","Peniche"
"42815","Peniche"
"42816","Peniche"
"42817","Peniche"
"42818","Peniche"
"42819","Peniche"
"42820","Asturias"
"42821","Asturias"
"42822","Peniche"
"42823","Peniche"
"42824","Peniche"
"42825","Peniche"
"42826","Peniche"
"42827","Peniche"
"42828","Peniche"
"42829","Peniche"
"42830","Peniche"
"42831","Peniche"
"42832","Peniche"
"42833","Peniche"
"42834","Peniche"
"42835","Peniche"
"42836","Peniche"
"42837","Peniche"
"42838","Peniche"
"42839","Peniche"
"42840","Peniche"
"42841","Peniche"
"42842","Peniche"
"42843","Peniche"
"42844","Peniche"
"42845","Peniche"
"42846","Peniche"
"42847","Peniche"
"42848","Peniche"
"42849","Peniche"
"42850","Peniche"
"42851","Peniche"
"42852","Peniche"
"42853","Peniche"
"42854","Peniche"
"42855","Peniche"
"42856","Peniche"
"42857","Peniche"
"42858","Peniche"
"42859","Peniche"
"42860","Peniche"
"42861","Peniche"
"42862","Peniche"
"42863","Peniche"
"42864","Peniche"
"42865","Cleveland Basin (Yorkshire Coast)"
"42866","Peniche"
"42867","Peniche"
"42868","Peniche"
"42869","Peniche"
"42870","Peniche"
"42871","Peniche"
"42872","Peniche"
"42873","Peniche"
"42874","Peniche"
"42875","Peniche"
"42876","Peniche"
"42877","Lusitanian Basin"
"42878","Peniche"
"42879","Peniche"
"42880","Peniche"
"42881","Peniche"
"42882","Peniche"
"42883","Peniche"
"42884","Peniche"
"42885","Peniche"
"42886","Peniche"
"42887","Peniche"
"42888","Peniche"
"42889","Grands Causses Basin"
"42890","Grands Causses Basin"
"42891","Cleveland Basin (Yorkshire Coast)"
"42892","Peniche"
"42893","Peniche"
"42894","Peniche"
"42895","Peniche"
"42896","Peniche"
"42897","Peniche"
"42898","Peniche"
"42899","Peniche"
"42900","Peniche"
"42901","Peniche"
"42902","Peniche"
"42903","Peniche"
"42904","Peniche"
"42905","Peniche"
"42906","Peniche"
"42907","Peniche"
"42908","Peniche"
"42909","Peniche"
"42910","Peniche"
"42911","Peniche"
"42912","Peniche"
"42913","Peniche"
"42914","Peniche"
"42915","Grands Causses Basin"
"42916","Western Balkan Mountains (south of the Moesian PF)"
"42917","Peniche"
"42918","Peniche"
"42919","Peniche"
"42920","Peniche"
"42921","Peniche"
"42922","Peniche"
"42923","Peniche"
"42924","Peniche"
"42925","Peniche"
"42926","Peniche"
"42927","Peniche"
"42928","Western Balkan Mountains (south of the Moesian PF)"
"42929","Peniche"
"42930","Peniche"
"42931","Peniche"
"42932","Peniche"
"42933","Peniche"
"42934","Peniche"
"42935","Peniche"
"42936","Peniche"
"42937","Peniche"
"42938","Peniche"
"42939","Peniche"
"42940","Peniche"
"42941","Lusitanian Basin"
"42942","Peniche"
"42943","Peniche"
"42944","Peniche"
"42945","Peniche"
"42946","Peniche"
"42947","Peniche"
"42948","Peniche"
"42949","Peniche"
"42950","Peniche"
"42951","Peniche"
"42952","Peniche"
"42953","Vale Venteiro"
"42954","Peniche"
"42955","Peniche"
"42956","Peniche"
"42957","Peniche"
"42958","Peniche"
"42959","Peniche"
"42960","Peniche"
"42961","Peniche"
"42962","Peniche"
"42963","Peniche"
"42964","Peniche"
"42965","Peniche"
"42966","Peniche"
"42967","Peniche"
"42968","Peniche"
"42969","Peniche"
"42970","Peniche"
"42971","Peniche"
"42972","Peniche"
"42973","Peniche"
"42974","Peniche"
"42975","Peniche"
"42976","Peniche"
"42977","Iberian Range"
"42978","Peniche"
"42979","Peniche"
"42980","Peniche"
"42981","Peniche"
"42982","Peniche"
"42983","Peniche"
"42984","Peniche"
"42985","Peniche"
"42986","Peniche"
"42987","Peniche"
"42988","Peniche"
"42989","Bailey 1"
"42990","Iberian Range"
"42991","Peniche"
"42992","Peniche"
"42993","Peniche"
"42994","Peniche"
"42995","Peniche"
"42996","Peniche"
"42997","Peniche"
"42998","Peniche"
"42999","Peniche"
"43000","Peniche"
"43001","Iberian Range"
"43002","Asturias"
"43003","Grands Causses Basin"
"43004","Peniche"
"43005","Peniche"
"43006","Peniche"
"43007","Peniche"
"43008","Peniche"
"43009","Peniche"
"43010","Peniche"
"43011","Peniche"
"43012","Peniche"
"43013","Peniche"
"43014","Peniche"
"43015","Peniche"
"43016","Peniche"
"43017","Peniche"
"43018","Peniche"
"43019","Peniche"
"43020","Peniche"
"43021","Peniche"
"43022","Peniche"
"43023","Peniche"
"43024","Peniche"
"43025","Peniche"
"43026","Peniche"
"43027","Peniche"
"43028","Peniche"
"43029","Peniche"
"43030","Peniche"
"43031","Peniche"
"43032","Peniche"
"43033","Peniche"
"43034","Peniche"
"43035","Peniche"
"43036","Peniche"
"43037","Peniche"
"43038","Peniche"
"43039","Peniche"
"43040","Peniche"
"43041","Peniche"
"43042","Peniche"
"43043","Peniche"
"43044","Peniche"
"43045","Peniche"
"43046","Peniche"
"43047","Peniche"
"43048","Peniche"
"43049","Peniche"
"43050","Peniche"
"43051","Bailey 1"
"43052","Bailey 1"
"43053","Iberian Range"
"43054","Iberian Range"
"43055","Cleveland Basin (Yorkshire Coast)"
"43056","Basque-Cantabrian Basin"
"43057","Basque-Cantabrian Basin"
"43058","Peniche"
"43059","Peniche"
"43060","Peniche"
"43061","Peniche"
"43062","Peniche"
"43063","Peniche"
"43064","Peniche"
"43065","Iberian Range"
"43066","Peniche"
"43067","Peniche"
"43068","Peniche"
"43069","Peniche"
"43070","Peniche"
"43071","Peniche"
"43072","Peniche"
"43073","Peniche"
"43074","Peniche"
"43075","Peniche"
"43076","Peniche"
"43077","Bailey 1"
"43078","Cleveland Basin (Yorkshire Coast)"
"43079","Peniche"
"43080","Peniche"
"43081","Peniche"
"43082","Peniche"
"43083","Peniche"
"43084","Peniche"
"43085","Peniche"
"43086","Peniche"
"43087","Peniche"
"43088","Peniche"
"43089","Peniche"
"43090","Cleveland Basin (Yorkshire Coast)"
"43091","Peniche"
"43092","Peniche"
"43093","Peniche"
"43094","Peniche"
"43095","Peniche"
"43096","Peniche"
"43097","Peniche"
"43098","Peniche"
"43099","Peniche"
"43100","Peniche"
"43101","Peniche"
"43102","Cleveland Basin (Yorkshire Coast)"
"43103","Peniche"
"43104","Peniche"
"43105","Peniche"
"43106","Peniche"
"43107","Peniche"
"43108","Peniche"
"43109","Peniche"
"43110","Peniche"
"43111","Peniche"
"43112","Peniche"
"43113","Peniche"
"43114","Peniche"
"43115","Cleveland Basin (Yorkshire Coast)"
"43116","Peniche"
"43117","Peniche"
"43118","Peniche"
"43119","Peniche"
"43120","Peniche"
"43121","Iberian Range"
"43122","Peniche"
"43123","Peniche"
"43124","Peniche"
"43125","Peniche"
"43126","Peniche"
"43127","Peniche"
"43128","Bailey 1"
"43129","Peniche"
"43130","Peniche"
"43131","Peniche"
"43132","Peniche"
"43133","Peniche"
"43134","Paris Basin (Northern side)"
"43135","Paris Basin (Northern side)"
"43136","Paris Basin (Northern side)"
"43137","Paris Basin (Northern side)"
"43138","Paris Basin (Northern side)"
"43139","Cleveland Basin (Yorkshire Coast)"
"43140","Peniche"
"43141","Peniche"
"43142","Peniche"
"43143","Peniche"
"43144","Peniche"
"43145","Peniche"
"43146","Bailey 1"
"43147","Suan 1"
"43148","Peniche"
"43149","Peniche"
"43150","Peniche"
"43151","Peniche"
"43152","Peniche"
"43153","Cleveland Basin (Yorkshire Coast)"
"43154","Peniche"
"43155","Peniche"
"43156","Peniche"
"43157","Peniche"
"43158","Peniche"
"43159","Peniche"
"43160","Western Balkan Mountains (south of the Moesian PF)"
"43161","Peniche"
"43162","Peniche"
"43163","Peniche"
"43164","Peniche"
"43165","Peniche"
"43166","Lusitanian Basin"
"43167","Peniche"
"43168","Peniche"
"43169","Peniche"
"43170","Peniche"
"43171","Peniche"
"43172","Peniche"
"43173","Asturias"
"43174","Cleveland Basin (Yorkshire Coast)"
"43175","Peniche"
"43176","Peniche"
"43177","Peniche"
"43178","Peniche"
"43179","Peniche"
"43180","Bailey 1"
"43181","Bailey 1"
"43182","Lusitanian Basin"
"43183","Peniche"
"43184","Peniche"
"43185","Peniche"
"43186","Peniche"
"43187","Peniche"
"43188","Peniche"
"43189","Cleveland Basin (Yorkshire Coast)"
"43190","Peniche"
"43191","Peniche"
"43192","Peniche"
"43193","Peniche"
"43194","Peniche"
"43195","Iberian Range"
"43196","Cleveland Basin (Yorkshire Coast)"
"43197","Peniche"
"43198","Peniche"
"43199","Peniche"
"43200","Peniche"
"43201","Peniche"
"43202","Peniche"
"43203","Asturias"
"43204","Asturias"
"43205","Peniche"
"43206","Peniche"
"43207","Peniche"
"43208","Peniche"
"43209","Peniche"
"43210","Peniche"
"43211","Peniche"
"43212","Peniche"
"43213","Peniche"
"43214","Peniche"
"43215","Peniche"
"43216","Suan 1"
"43217","Peniche"
"43218","Peniche"
"43219","Peniche"
"43220","Peniche"
"43221","Peniche"
"43222","Bailey 1"
"43223","Peniche"
"43224","Peniche"
"43225","Peniche"
"43226","Peniche"
"43227","Peniche"
"43228","Peniche"
"43229","Cleveland Basin (Yorkshire Coast)"
"43230","Peniche"
"43231","Peniche"
"43232","Peniche"
"43233","Peniche"
"43234","Peniche"
"43235","Peniche"
"43236","Bailey 1"
"43237","Iberian Range"
"43238","Asturias"
"43239","Peniche"
"43240","Peniche"
"43241","Peniche"
"43242","Peniche"
"43243","Peniche"
"43244","Peniche"
"43245","Bailey 1"
"43246","Iberian Range"
"43247","Cleveland Basin (Yorkshire Coast)"
"43248","Peniche"
"43249","Peniche"
"43250","Peniche"
"43251","Peniche"
"43252","Peniche"
"43253","Iberian Range"
"43254","Iberian Range"
"43255","Iberian Range"
"43256","Asturias"
"43257","Peniche"
"43258","Peniche"
"43259","Peniche"
"43260","Peniche"
"43261","Peniche"
"43262","Peniche"
"43263","Iberian Range"
"43264","Iberian Range"
"43265","Peniche"
"43266","Peniche"
"43267","Peniche"
"43268","Peniche"
"43269","Peniche"
"43270","Cleveland Basin (Yorkshire Coast)"
"43271","Peniche"
"43272","Peniche"
"43273","Peniche"
"43274","Peniche"
"43275","Peniche"
"43276","Peniche"
"43277","Asturias"
"43278","Western Balkan Mountains (south of the Moesian PF)"
"43279","Basque-Cantabrian Basin"
"43280","Basque-Cantabrian Basin"
"43281","Basque-Cantabrian Basin"
"43282","Suan 1"
"43283","Peniche"
"43284","Peniche"
"43285","Peniche"
"43286","Peniche"
"43287","Peniche"
"43288","Cleveland Basin (Yorkshire Coast)"
"43289","Peniche"
"43290","Peniche"
"43291","Peniche"
"43292","Peniche"
"43293","Peniche"
"43294","Peniche"
"43295","Cleveland Basin (Yorkshire Coast)"
"43296","Suan 1"
"43297","Peniche"
"43298","Peniche"
"43299","Peniche"
"43300","Peniche"
"43301","Peniche"
"43302","Peniche"
"43303","Peniche"
"43304","Peniche"
"43305","Peniche"
"43306","Peniche"
"43307","Peniche"
"43308","Asturias"
"43309","Peniche"
"43310","Peniche"
"43311","Peniche"
"43312","Peniche"
"43313","Peniche"
"43314","Peniche"
"43315","Peniche"
"43316","Peniche"
"43317","Peniche"
"43318","Peniche"
"43319","Peniche"
"43320","Asturias"
"43321","Suan 1"
"43322","Peniche"
"43323","Peniche"
"43324","Peniche"
"43325","Peniche"
"43326","Peniche"
"43327","Peniche"
"43328","Peniche"
"43329","Peniche"
"43330","Peniche"
"43331","Peniche"
"43332","Peniche"
"43333","Peniche"
"43334","Peniche"
"43335","Peniche"
"43336","Peniche"
"43337","Peniche"
"43338","Peniche"
"43339","Lusitanian Basin"
"43340","Peniche"
"43341","Peniche"
"43342","Peniche"
"43343","Peniche"
"43344","Peniche"
"43345","Peniche"
"43346","Peniche"
"43347","Peniche"
"43348","Peniche"
"43349","Peniche"
"43350","Peniche"
"43351","Peniche"
"43352","Peniche"
"43353","Peniche"
"43354","Peniche"
"43355","Peniche"
"43356","Peniche"
"43357","Peniche"
"43358","Peniche"
"43359","Peniche"
"43360","Peniche"
"43361","Peniche"
"43362","Peniche"
"43363","Peniche"
"43364","Peniche"
"43365","Peniche"
"43366","Peniche"
"43367","Peniche"
"43368","Peniche"
"43369","Peniche"
"43370","Peniche"
"43371","Peniche"
"43372","Peniche"
"43373","Peniche"
"43374","Peniche"
"43375","Peniche"
"43376","Peniche"
"43377","Peniche"
"43378","Lusitanian Basin"
"43379","Western Balkan Mountains (south of the Moesian PF)"
"43380","Peniche"
"43381","Peniche"
"43382","Peniche"
"43383","Peniche"
"43384","Peniche"
"43385","Peniche"
"43386","Peniche"
"43387","Peniche"
"43388","Peniche"
"43389","Peniche"
"43390","Peniche"
"43391","Peniche"
"43392","Mdiane Nappe"
"43393","Mdiane Nappe"
"43394","Mdiane Nappe"
"43395","Mdiane Nappe"
"43396","Mdiane Nappe"
"43397","Mdiane Nappe"
"43398","Mdiane Nappe"
"43399","Peniche"
"43400","Peniche"
"43401","Peniche"
"43402","Peniche"
"43403","Peniche"
"43404","Peniche"
"43405","Peniche"
"43406","Peniche"
"43407","Peniche"
"43408","Peniche"
"43409","Peniche"
"43410","Peniche"
"43411","Peniche"
"43412","Peniche"
"43413","Peniche"
"43414","Peniche"
"43415","Peniche"
"43416","Peniche"
"43417","Peniche"
"43418","Peniche"
"43419","Peniche"
"43420","Peniche"
"43421","Sud-Est Basin"
"43422","Sud-Est Basin"
"43423","Sud-Est Basin"
"43424","Peniche"
"43425","Peniche"
"43426","Peniche"
"43427","Peniche"
"43428","Peniche"
"43429","Peniche"
"43430","Peniche"
"43431","Peniche"
"43432","Peniche"
"43433","Peniche"
"43434","Peniche"
"43435","Peniche"
"43436","Peniche"
"43437","Peniche"
"43438","Peniche"
"43439","Peniche"
"43440","Peniche"
"43441","Cleveland Basin (Yorkshire Coast)"
"43442","Cleveland Basin (Yorkshire Coast)"
"43443","Peniche"
"43444","Peniche"
"43445","Peniche"
"43446","Peniche"
"43447","Peniche"
"43448","Peniche"
"43449","Peniche"
"43450","Peniche"
"43451","Peniche"
"43452","Peniche"
"43453","Peniche"
"43454","Peniche"
"43455","Peniche"
"43456","Peniche"
"43457","Peniche"
"43458","Peniche"
"43459","Peniche"
"43460","Peniche"
"43461","Peniche"
"43462","Peniche"
"43463","Peniche"
"43464","Peniche"
"43465","Peniche"
"43466","Peniche"
"43467","Peniche"
"43468","Peniche"
"43469","Peniche"
"43470","Peniche"
"43471","Peniche"
"43472","Peniche"
"43473","Peniche"
"43474","Peniche"
"43475","Peniche"
"43476","Peniche"
"43477","Peniche"
"43478","Peniche"
"43479","Peniche"
"43480","Peniche"
"43481","Peniche"
"43482","Peniche"
"43483","Peniche"
"43484","Peniche"
"43485","Peniche"
"43486","Peniche"
"43487","Western Balkan Mountains (south of the Moesian PF)"
"43488","Basque-Cantabrian Basin"
"43489","Peniche"
"43490","Suan 1"
"43491","Peniche"
"43492","Peniche"
"43493","Peniche"
"43494","Peniche"
"43495","Peniche"
"43496","Peniche"
"43497","Peniche"
"43498","Peniche"
"43499","Peniche"
"43500","Peniche"
"43501","Peniche"
"43502","Peniche"
"43503","Peniche"
"43504","Peniche"
"43505","Peniche"
"43506","Peniche"
"43507","Peniche"
"43508","Peniche"
"43509","Peniche"
"43510","Peniche"
"43511","Peniche"
"43512","Peniche"
"43513","Peniche"
"43514","Peniche"
"43515","Peniche"
"43516","Peniche"
"43517","Peniche"
"43518","Peniche"
"43519","Peniche"
"43520","Peniche"
"43521","Peniche"
"43522","Peniche"
"43523","Peniche"
"43524","Lusitanian Basin"
"43525","Peniche"
"43526","Peniche"
"43527","Peniche"
"43528","Peniche"
"43529","Peniche"
"43530","Peniche"
"43531","Peniche"
"43532","Peniche"
"43533","Peniche"
"43534","Peniche"
"43535","Peniche"
"43536","Lusitanian Basin"
"43537","Lusitanian Basin"
"43538","Peniche"
"43539","Peniche"
"43540","Peniche"
"43541","Peniche"
"43542","Peniche"
"43543","Peniche"
"43544","Cleveland Basin (Yorkshire Coast)"
"43545","Peniche"
"43546","Peniche"
"43547","Peniche"
"43548","Peniche"
"43549","Peniche"
"43550","Cleveland Basin (Yorkshire Coast)"
"43551","Peniche"
"43552","Peniche"
"43553","Peniche"
"43554","Peniche"
"43555","Peniche"
"43556","Peniche"
"43557","Bailey 1"
"43558","Peniche"
"43559","Peniche"
"43560","Peniche"
"43561","Peniche"
"43562","Peniche"
"43563","Peniche"
"43564","Peniche"
"43565","Peniche"
"43566","Peniche"
"43567","Peniche"
"43568","Peniche"
"43569","Peniche"
"43570","Peniche"
"43571","Peniche"
"43572","Peniche"
"43573","Peniche"
"43574","Basque-Cantabrian Basin"
"43575","Basque-Cantabrian Basin"
"43576","Basque-Cantabrian Basin"
"43577","Peniche"
"43578","Peniche"
"43579","Peniche"
"43580","Peniche"
"43581","Peniche"
"43582","Peniche"
"43583","Peniche"
"43584","Peniche"
"43585","Peniche"
"43586","Peniche"
"43587","Peniche"
"43588","La Pelosa Mt., Pollino"
"43589","La Pelosa Mt., Pollino"
"43590","La Pelosa Mt., Pollino"
"43591","La Pelosa Mt., Pollino"
"43592","La Pelosa Mt., Pollino"
"43593","Gran Sasso Mt. Abruzzo"
"43594","Vigne, Fabrano"
"43595","NE SanVigilio Veneto"
"43596","Peniche"
"43597","Peniche"
"43598","Peniche"
"43599","Peniche"
"43600","Peniche"
"43601","Peniche"
"43602","Iberian Range"
"43603","Iberian Range"
"43604","Iberian Range"
"43605","Iberian Range"
"43606","Peniche"
"43607","Peniche"
"43608","Peniche"
"43609","Peniche"
"43610","Peniche"
"43611","Iberian Range"
"43612","Cleveland Basin (Yorkshire Coast)"
"43613","Peniche"
"43614","Peniche"
"43615","Peniche"
"43616","Peniche"
"43617","Peniche"
"43618","Peniche"
"43619","Basque-Cantabrian Basin"
"43620","Peniche"
"43621","Peniche"
"43622","Peniche"
"43623","Peniche"
"43624","Peniche"
"43625","Western Balkan Mountains (south of the Moesian PF)"
"43626","Peniche"
"43627","Peniche"
"43628","Peniche"
"43629","Peniche"
"43630","Peniche"
"43631","Peniche"
"43632","Peniche"
"43633","Peniche"
"43634","Peniche"
"43635","Peniche"
"43636","Peniche"
"43637","Peniche"
"43638","Peniche"
"43639","Peniche"
"43640","Peniche"
"43641","Peniche"
"43642","Peniche"
"43643","Peniche"
"43644","Iberian Range"
"43645","Iberian Range"
"43646","Peniche"
"43647","Peniche"
"43648","Peniche"
"43649","Peniche"
"43650","Peniche"
"43651","Peniche"
"43652","Peniche"
"43653","Peniche"
"43654","Peniche"
"43655","Peniche"
"43656","Suan 1"
"43657","Peniche"
"43658","Peniche"
"43659","Peniche"
"43660","Peniche"
"43661","Peniche"
"43662","Peniche"
"43663","Peniche"
"43664","Peniche"
"43665","Peniche"
"43666","Peniche"
"43667","Peniche"
"43668","Peniche"
"43669","Peniche"
"43670","Peniche"
"43671","Peniche"
"43672","Peniche"
"43673","Peniche"
"43674","Iberian Range"
"43675","Lusitanian Basin"
"43676","Peniche"
"43677","Peniche"
"43678","Peniche"
"43679","Peniche"
"43680","Peniche"
"43681","Peniche"
"43682","Peniche"
"43683","Peniche"
"43684","Peniche"
"43685","Peniche"
"43686","Peniche"
"43687","Cleveland Basin (Yorkshire Coast)"
"43688","Cleveland Basin (Yorkshire Coast)"
"43689","Basque-Cantabrian Basin"
"43690","Peniche"
"43691","Peniche"
"43692","Peniche"
"43693","Peniche"
"43694","Peniche"
"43695","Peniche"
"43696","Peniche"
"43697","Peniche"
"43698","Peniche"
"43699","Peniche"
"43700","Peniche"
"43701","Peniche"
"43702","Suan 1"
"43703","Peniche"
"43704","Peniche"
"43705","Peniche"
"43706","Peniche"
"43707","Peniche"
"43708","Iberian Range"
"43709","Peniche"
"43710","Peniche"
"43711","Peniche"
"43712","Peniche"
"43713","Peniche"
"43714","Peniche"
"43715","Peniche"
"43716","Peniche"
"43717","Peniche"
"43718","Peniche"
"43719","Peniche"
"43720","Peniche"
"43721","Peniche"
"43722","Peniche"
"43723","Peniche"
"43724","Peniche"
"43725","Peniche"
"43726","Suan 1"
"43727","Peniche"
"43728","Peniche"
"43729","Peniche"
"43730","Peniche"
"43731","Peniche"
"43732","Peniche"
"43733","Peniche"
"43734","Peniche"
"43735","Peniche"
"43736","Peniche"
"43737","Peniche"
"43738","Peniche"
"43739","Peniche"
"43740","Peniche"
"43741","Peniche"
"43742","Peniche"
"43743","Peniche"
"43744","Peniche"
"43745","Peniche"
"43746","Peniche"
"43747","Peniche"
"43748","Peniche"
"43749","Peniche"
"43750","Cleveland Basin (Yorkshire Coast)"
"43751","Cleveland Basin (Yorkshire Coast)"
"43752","Peniche"
"43753","Peniche"
"43754","Peniche"
"43755","Peniche"
"43756","Peniche"
"43757","Suan 1"
"43758","Peniche"
"43759","Peniche"
"43760","Peniche"
"43761","Peniche"
"43762","Peniche"
"43763","Peniche"
"43764","Iberian Range"
"43765","Basque-Cantabrian Basin"
"43766","Peniche"
"43767","Peniche"
"43768","Peniche"
"43769","Peniche"
"43770","Peniche"
"43771","Cleveland Basin (Yorkshire Coast)"
"43772","Cleveland Basin (Yorkshire Coast)"
"43773","Cleveland Basin (Yorkshire Coast)"
"43774","Peniche"
"43775","Peniche"
"43776","Peniche"
"43777","Peniche"
"43778","Peniche"
"43779","Peniche"
"43780","Cleveland Basin (Yorkshire Coast)"
"43781","Cleveland Basin (Yorkshire Coast)"
"43782","Cleveland Basin (Yorkshire Coast)"
"43783","Cleveland Basin (Yorkshire Coast)"
"43784","Basque-Cantabrian Basin"
"43785","Peniche"
"43786","Peniche"
"43787","Peniche"
"43788","Peniche"
"43789","Peniche"
"43790","Peniche"
"43791","Peniche"
"43792","Peniche"
"43793","Western Balkan Mountains (south of the Moesian PF)"
"43794","Suan 1"
"43795","Peniche"
"43796","Peniche"
"43797","Peniche"
"43798","Peniche"
"43799","Peniche"
"43800","Peniche"
"43801","Cleveland Basin (Yorkshire Coast)"
"43802","Basque-Cantabrian Basin"
"43803","Peniche"
"43804","Peniche"
"43805","Peniche"
"43806","Peniche"
"43807","Peniche"
"43808","Iberian Range"
"43809","Peniche"
"43810","Peniche"
"43811","Peniche"
"43812","Peniche"
"43813","Peniche"
"43814","Peniche"
"43815","Cleveland Basin (Yorkshire Coast)"
"43816","Cleveland Basin (Yorkshire Coast)"
"43817","Suan 1"
"43818","Peniche"
"43819","Peniche"
"43820","Peniche"
"43821","Peniche"
"43822","Peniche"
"43823","Bailey 1"
"43824","Asturias"
"43825","Peniche"
"43826","Cleveland Basin (Yorkshire Coast)"
"43827","Cleveland Basin (Yorkshire Coast)"
"43828","Basque-Cantabrian Basin"
"43829","Suan 1"
"43830","Suan 1"
"43831","Suan 1"
"43832","Suan 1"
"43833","Peniche"
"43834","Peniche"
"43835","Peniche"
"43836","Peniche"
"43837","Peniche"
"43838","Grands Causses Basin"
"43839","Grands Causses Basin"
"43840","Grands Causses Basin"
"43841","Grands Causses Basin"
"43842","Grands Causses Basin"
"43843","Peniche"
"43844","Peniche"
"43845","Peniche"
"43846","Peniche"
"43847","Peniche"
"43848","Peniche"
"43849","Peniche"
"43850","Peniche"
"43851","Peniche"
"43852","Peniche"
"43853","Peniche"
"43854","Peniche"
"43855","Peniche"
"43856","Grands Causses Basin"
"43857","Grands Causses Basin"
"43858","Peniche"
"43859","Peniche"
"43860","Peniche"
"43861","Peniche"
"43862","Peniche"
"43863","Peniche"
"43864","Grands Causses Basin"
"43865","Western Balkan Mountains (south of the Moesian PF)"
"43866","Peniche"
"43867","Peniche"
"43868","Peniche"
"43869","Peniche"
"43870","Peniche"
"43871","Peniche"
"43872","Peniche"
"43873","Peniche"
"43874","Peniche"
"43875","Peniche"
"43876","Peniche"
"43877","Peniche"
"43878","Grands Causses Basin"
"43879","Grands Causses Basin"
"43880","Grands Causses Basin"
"43881","Peniche"
"43882","Peniche"
"43883","Peniche"
"43884","Peniche"
"43885","Peniche"
"43886","Grands Causses Basin"
"43887","Peniche"
"43888","Peniche"
"43889","Peniche"
"43890","Peniche"
